title,typeid,name,description,icon_color,long,lat,url,thumb_url,주소,image_url,fctyCd,gvmtCd
대구공항,52,대구공항,대구공항,R,128.636389,35.900278,http://10.32.28.204:8001/img/common/ico_map04.png,http://10.32.28.204:8001/img/common/ico_map04.png,대구광역시 동구공항로221,http://10.32.28.204:8001/img/common/ico_map04.png,DG,KA
김포공항관제탑,53,김포공항관제탑,김포공항관제탑,R,126.7975,37.563055,http://10.32.28.204:8001/img/common/ico_map04.png,http://10.32.28.204:8001/img/common/ico_map04.png,서울특별시 강서구공항동150,http://10.32.28.204:8001/img/common/ico_map04.png,GC,KA
광주공항,54,광주공항,광주공항,R,126.810278,35.139444,http://10.32.28.204:8001/img/common/ico_map04.png,http://10.32.28.204:8001/img/common/ico_map04.png,광주광역시 광산구신촌동704-13,http://10.32.28.204:8001/img/common/ico_map04.png,GJ,KA
김포공항,55,김포공항,김포공항,R,126.7975,37.563055,http://10.32.28.204:8001/img/common/ico_map04.png,http://10.32.28.204:8001/img/common/ico_map04.png,서울특별시 강서구공항동150,http://10.32.28.204:8001/img/common/ico_map04.png,GP,KA
제주공항관제탑,56,제주공항관제탑,제주공항관제탑,R,126.491111,33.505833,http://10.32.28.204:8001/img/common/ico_map04.png,http://10.32.28.204:8001/img/common/ico_map04.png,제주도 제주시공항로2,http://10.32.28.204:8001/img/common/ico_map04.png,JC,KA
제주공항,57,제주공항,제주공항,R,126.491111,33.505833,http://10.32.28.204:8001/img/common/ico_map04.png,http://10.32.28.204:8001/img/common/ico_map04.png,제주도 제주시공항로2,http://10.32.28.204:8001/img/common/ico_map04.png,JJ,KA
무안공항,58,무안공항,무안공항,R,126.3875,34.991111,http://10.32.28.204:8001/img/common/ico_map04.png,http://10.32.28.204:8001/img/common/ico_map04.png,전남 무안군망운면피서리781-6,http://10.32.28.204:8001/img/common/ico_map04.png,MA,KA
무안공항관제탑,59,무안공항관제탑,무안공항관제탑,R,126.3875,34.991111,http://10.32.28.204:8001/img/common/ico_map04.png,http://10.32.28.204:8001/img/common/ico_map04.png,전남 무안군망운면피서리781-6,http://10.32.28.204:8001/img/common/ico_map04.png,MC,KA
포항공항,60,포항공항,포항공항,R,129.432917,35.983889,http://10.32.28.204:8001/img/common/ico_map04.png,http://10.32.28.204:8001/img/common/ico_map04.png,경북 포항시남구 동해면 도구리 402-1,http://10.32.28.204:8001/img/common/ico_map04.png,PH,KA
김해공항,61,김해공항,김해공항,R,128.948056,35.173056,http://10.32.28.204:8001/img/common/ico_map04.png,http://10.32.28.204:8001/img/common/ico_map04.png,부산광역시 강서구대저2동 2350,http://10.32.28.204:8001/img/common/ico_map04.png,PS,KA
