TITLE,TYPEID,Name,Description,Icon_color,Long,Lat,URL,Thumb_URL,imageUrl,주소,fctyCd,gvmtCd
한전원전연료(주),36,한전원전연료(주),한전원전연료(주),R,127.223868,36.256908,http://10.32.28.204:8001/img/common/ico_map09.png,http://10.32.28.204:8001/img/common/ico_map09.png,http://10.32.28.204:8001/img/common/ico_map09.png,대전광역시 유성구대덕대로989번길242(대진동),NG,NF
강남구청,37,강남구청,강남구청,R,127.047381,37.517292,http://10.32.28.204:8001/img/common/ico_map01.png,http://10.32.28.204:8001/img/common/ico_map01.png,http://10.32.28.204:8001/img/common/ico_map01.png,서울특별시 강남구서울시강남구삼성동16-1,GN,SL
의왕시(청),38,의왕시(청),의왕시(청),R,126.96,37.34,http://10.32.28.204:8001/img/common/ico_map01.png,http://10.32.28.204:8001/img/common/ico_map01.png,http://10.32.28.204:8001/img/common/ico_map01.png,경기도 의왕시고천동171,UW,GK
강원대학교삼척캠퍼스,39,강원대학교삼척캠퍼스,강원대학교삼척캠퍼스,R,129.161866,37.452216,http://10.32.28.204:8001/img/common/ico_map02.png,http://10.32.28.204:8001/img/common/ico_map02.png,http://10.32.28.204:8001/img/common/ico_map02.png,강원도 삼척시중앙로346,KS,AC
전남대광주,40,전남대광주,전남대광주,R,126.9,35.17,http://10.32.28.204:8001/img/common/ico_map02.png,http://10.32.28.204:8001/img/common/ico_map02.png,http://10.32.28.204:8001/img/common/ico_map02.png,광주광역시 북구용봉로,BG,AC
경기도청사,41,경기도청사,경기도청사,R,127,37.27,http://10.32.28.204:8001/img/common/ico_map01.png,http://10.32.28.204:8001/img/common/ico_map01.png,http://10.32.28.204:8001/img/common/ico_map01.png,경기도 수원시팔달구매산로3가1,GG,GK
괴산군청,42,괴산군청,괴산군청,R,127.7866,36.8153,http://10.32.28.204:8001/img/common/ico_map01.png,http://10.32.28.204:8001/img/common/ico_map01.png,http://10.32.28.204:8001/img/common/ico_map01.png,충북 괴산군괴산읍서부리125,GS,CP
광명시청,43,광명시청,광명시청,R,126.86455,37.478536,http://10.32.28.204:8001/img/common/ico_map01.png,http://10.32.28.204:8001/img/common/ico_map01.png,http://10.32.28.204:8001/img/common/ico_map01.png,경기도 광명시철산3동222-1,GM,GK
구리시청,44,구리시청,구리시청,R,127.1295,37.5943,http://10.32.28.204:8001/img/common/ico_map01.png,http://10.32.28.204:8001/img/common/ico_map01.png,http://10.32.28.204:8001/img/common/ico_map01.png,경기도 구리시교문동390-1,GR,GK
안산시청,45,안산시청,안산시청,R,126.8308,37.3218,http://10.32.28.204:8001/img/common/ico_map01.png,http://10.32.28.204:8001/img/common/ico_map01.png,http://10.32.28.204:8001/img/common/ico_map01.png,경기도 안산시단원구고잔동515,DW,GK
시흥시청,46,시흥시청,시흥시청,R,126.802821,37.38003,http://10.32.28.204:8001/img/common/ico_map01.png,http://10.32.28.204:8001/img/common/ico_map01.png,http://10.32.28.204:8001/img/common/ico_map01.png,경기도 시흥시장현동 300,SH,GK
임실군청,47,임실군청,임실군청,R,127.28,35.61,http://10.32.28.204:8001/img/common/ico_map01.png,http://10.32.28.204:8001/img/common/ico_map01.png,http://10.32.28.204:8001/img/common/ico_map01.png,전북 임실군임실읍이도리78,IS,JP
거창군청,48,거창군청,거창군청,R,127.909516,36.686723,http://10.32.28.204:8001/img/common/ico_map01.png,http://10.32.28.204:8001/img/common/ico_map01.png,http://10.32.28.204:8001/img/common/ico_map01.png,경남 거창군거창읍상림리(중앙로103),GC,GN
거제시청,49,거제시청,거제시청,R,128.433,34.854,http://10.32.28.204:8001/img/common/ico_map01.png,http://10.32.28.204:8001/img/common/ico_map01.png,http://10.32.28.204:8001/img/common/ico_map01.png,경남 거제시계룡로125,GJ,GN
과천시청,50,과천시청,과천시청,R,126.98,37.44,http://10.32.28.204:8001/img/common/ico_map01.png,http://10.32.28.204:8001/img/common/ico_map01.png,http://10.32.28.204:8001/img/common/ico_map01.png,경기도 과천시중앙동,GC,GK
군포시청,51,군포시청,군포시청,R,126.935175,37.361662,http://10.32.28.204:8001/img/common/ico_map01.png,http://10.32.28.204:8001/img/common/ico_map01.png,http://10.32.28.204:8001/img/common/ico_map01.png,경기도 군포시금정동844,GU,GK
안성시청,52,안성시청,안성시청,R,127.279817,37.008025,http://10.32.28.204:8001/img/common/ico_map01.png,http://10.32.28.204:8001/img/common/ico_map01.png,http://10.32.28.204:8001/img/common/ico_map01.png,경기도 안성시봉산동 705-19,AS,GK
관악구청,53,관악구청,관악구청,R,126.9508,37.4787,http://10.32.28.204:8001/img/common/ico_map01.png,http://10.32.28.204:8001/img/common/ico_map01.png,http://10.32.28.204:8001/img/common/ico_map01.png,서울특별시 관악구봉천동1570-1,GW,SL
가평군청,54,가평군청,가평군청,R,127.5095,37.8312,http://10.32.28.204:8001/img/common/ico_map01.png,http://10.32.28.204:8001/img/common/ico_map01.png,http://10.32.28.204:8001/img/common/ico_map01.png,경기도 가평군가평읍읍내리513,GA,GK
양천군청 (존재하지 않음),55,양천군청 (존재하지 않음),양천군청 (존재하지 않음),R,126.8663,37.5168,http://10.32.28.204:8001/img/common/ico_map01.png,http://10.32.28.204:8001/img/common/ico_map01.png,http://10.32.28.204:8001/img/common/ico_map01.png,인제읍인제로197번길8,YC,SL
과천청사,56,과천청사,과천청사,R,126.98,37.42,http://10.32.28.204:8001/img/common/ico_map01.png,http://10.32.28.204:8001/img/common/ico_map01.png,http://10.32.28.204:8001/img/common/ico_map01.png,경기도 과천시중앙동,GC,GR
하남시청,57,하남시청,하남시청,R,127.2149,37.5393,http://10.32.28.204:8001/img/common/ico_map01.png,http://10.32.28.204:8001/img/common/ico_map01.png,http://10.32.28.204:8001/img/common/ico_map01.png,경기도 하남시신장동 520,HN,GK
동두천시청,58,동두천시청,동두천시청,R,127.06,37.9,http://10.32.28.204:8001/img/common/ico_map01.png,http://10.32.28.204:8001/img/common/ico_map01.png,http://10.32.28.204:8001/img/common/ico_map01.png,경기도 동두천시 생연동 457,DC,GK
연천군청,59,연천군청,연천군청,R,127.074973,38.096377,http://10.32.28.204:8001/img/common/ico_map01.png,http://10.32.28.204:8001/img/common/ico_map01.png,http://10.32.28.204:8001/img/common/ico_map01.png,경기도 연천군연천읍연천로220,YC,GK
전남대여수캠퍼스,60,전남대여수캠퍼스,전남대여수캠퍼스,R,127.69,34.77,http://10.32.28.204:8001/img/common/ico_map01.png,http://10.32.28.204:8001/img/common/ico_map01.png,http://10.32.28.204:8001/img/common/ico_map01.png,전남 여수시전남대여수캠퍼스학생로50,YS,AC
한국과학기술원,61,한국과학기술원,한국과학기술원,R,127.045603,37.593011,http://10.32.28.204:8001/img/common/ico_map02.png,http://10.32.28.204:8001/img/common/ico_map02.png,http://10.32.28.204:8001/img/common/ico_map02.png,서울특별시 동대문구청량리동 207-43,DM,AC
장수군청,62,장수군청,장수군청,R,127.311634,35.385032,http://10.32.28.204:8001/img/common/ico_map01.png,http://10.32.28.204:8001/img/common/ico_map01.png,http://10.32.28.204:8001/img/common/ico_map01.png,전북 장수군장수읍 장수리 176-7,JS,JP
제주화력발전소,63,제주화력발전소,제주화력발전소,R,126.59,33.53,http://10.32.28.204:8001/img/common/ico_map11.png,http://10.32.28.204:8001/img/common/ico_map11.png,http://10.32.28.204:8001/img/common/ico_map11.png,제주도 제주시삼양 1동 900,JF,JE
한밭대학교,64,한밭대학교,한밭대학교,R,127.3,36.35,http://10.32.28.204:8001/img/common/ico_map02.png,http://10.32.28.204:8001/img/common/ico_map02.png,http://10.32.28.204:8001/img/common/ico_map02.png,대전광역시 유성구동서대로 125,HB,AC
평택시청,65,평택시청,평택시청,R,127.1126,36.9923,http://10.32.28.204:8001/img/common/ico_map01.png,http://10.32.28.204:8001/img/common/ico_map01.png,http://10.32.28.204:8001/img/common/ico_map01.png,경기도 평택시비전동846(경기대로245),PT,GK
증평군청,66,증평군청,증평군청,R,127.581416,36.7847166,http://10.32.28.204:8001/img/common/ico_map01.png,http://10.32.28.204:8001/img/common/ico_map01.png,http://10.32.28.204:8001/img/common/ico_map01.png,충북 증평군증평읍광장로 88,JP,CP
남동구청,67,남동구청,남동구청,R,126.7315333,37.44721944,http://10.32.28.204:8001/img/common/ico_map01.png,http://10.32.28.204:8001/img/common/ico_map01.png,http://10.32.28.204:8001/img/common/ico_map01.png,인천광역시 남동구만수동 1008,ND,IC
서울과학기술대학교,68,서울과학기술대학교,서울과학기술대학교,R,127.075292,37.634289,http://10.32.28.204:8001/img/common/ico_map02.png,http://10.32.28.204:8001/img/common/ico_map02.png,http://10.32.28.204:8001/img/common/ico_map02.png,서울특별시 노원구공릉로232,SL,AC
포천시청,69,포천시청,포천시청,R,127.2,37.894,http://10.32.28.204:8001/img/common/ico_map01.png,http://10.32.28.204:8001/img/common/ico_map01.png,http://10.32.28.204:8001/img/common/ico_map01.png,경기도 포천시신읍동58-2,PC,GK
목포대학교,70,목포대학교,목포대학교,R,126.26,34.54,http://10.32.28.204:8001/img/common/ico_map02.png,http://10.32.28.204:8001/img/common/ico_map02.png,http://10.32.28.204:8001/img/common/ico_map02.png,전남 무안군청계면영산로1666,MA,AC
부산대학교,71,부산대학교,부산대학교,R,129.077,35.235822,http://10.32.28.204:8001/img/common/ico_map02.png,http://10.32.28.204:8001/img/common/ico_map02.png,http://10.32.28.204:8001/img/common/ico_map02.png,부산광역시 금정구부산대학로63번길2,PS,AC
중구청,72,중구청,중구청,R,126.9975,37.5637,http://10.32.28.204:8001/img/common/ico_map01.png,http://10.32.28.204:8001/img/common/ico_map01.png,http://10.32.28.204:8001/img/common/ico_map01.png,서울특별시 중구창경궁로17,JG,SL
강화군청,73,강화군청,강화군청,R,126.4833,37.7474,http://10.32.28.204:8001/img/common/ico_map01.png,http://10.32.28.204:8001/img/common/ico_map01.png,http://10.32.28.204:8001/img/common/ico_map01.png,인천광역시 강화군강화읍 관청리 163,SH,IC
충남대학교,74,충남대학교,충남대학교,R,127.344122,36.368517,http://10.32.28.204:8001/img/common/ico_map02.png,http://10.32.28.204:8001/img/common/ico_map02.png,http://10.32.28.204:8001/img/common/ico_map02.png,대전광역시 유성구궁동 220,CU,AC
진천군청,75,진천군청,진천군청,R,127.435796,36.855385,http://10.32.28.204:8001/img/common/ico_map01.png,http://10.32.28.204:8001/img/common/ico_map01.png,http://10.32.28.204:8001/img/common/ico_map01.png,충북 진천군진천읍상산로13,GC,CP
세종열병합발전소,76,세종열병합발전소,세종열병합발전소,R,128.256944,36.477222,http://10.32.28.204:8001/img/common/ico_map11.png,http://10.32.28.204:8001/img/common/ico_map11.png,http://10.32.28.204:8001/img/common/ico_map11.png,세종시가람동512-2,SJ,JE
여주시청,77,여주시청,여주시청,R,127.637342,37.298283,http://10.32.28.204:8001/img/common/ico_map01.png,http://10.32.28.204:8001/img/common/ico_map01.png,http://10.32.28.204:8001/img/common/ico_map01.png,경기도 여주시세종로1,YE,GK
청주공항,78,청주공항,청주공항,R,127.498333,36.724167,http://10.32.28.204:8001/img/common/ico_map04.png,http://10.32.28.204:8001/img/common/ico_map04.png,http://10.32.28.204:8001/img/common/ico_map04.png,충북 청원군입산리산5-1번지,CW,KA
대구공항,79,대구공항,대구공항,R,128.636389,35.900278,http://10.32.28.204:8001/img/common/ico_map04.png,http://10.32.28.204:8001/img/common/ico_map04.png,http://10.32.28.204:8001/img/common/ico_map04.png,대구광역시 동구공항로221,DG,KA
김포공항관제탑,80,김포공항관제탑,김포공항관제탑,R,126.7975,37.563055,http://10.32.28.204:8001/img/common/ico_map04.png,http://10.32.28.204:8001/img/common/ico_map04.png,http://10.32.28.204:8001/img/common/ico_map04.png,서울특별시 강서구공항동150,GC,KA
광주공항,81,광주공항,광주공항,R,126.810278,35.139444,http://10.32.28.204:8001/img/common/ico_map04.png,http://10.32.28.204:8001/img/common/ico_map04.png,http://10.32.28.204:8001/img/common/ico_map04.png,광주광역시 광산구신촌동704-13,GJ,KA
김포공항,82,김포공항,김포공항,R,126.7975,37.563055,http://10.32.28.204:8001/img/common/ico_map04.png,http://10.32.28.204:8001/img/common/ico_map04.png,http://10.32.28.204:8001/img/common/ico_map04.png,서울특별시 강서구공항동150,GP,KA
제주공항관제탑,83,제주공항관제탑,제주공항관제탑,R,126.491111,33.505833,http://10.32.28.204:8001/img/common/ico_map04.png,http://10.32.28.204:8001/img/common/ico_map04.png,http://10.32.28.204:8001/img/common/ico_map04.png,제주도 제주시공항로2,JC,KA
제주공항,84,제주공항,제주공항,R,126.491111,33.505833,http://10.32.28.204:8001/img/common/ico_map04.png,http://10.32.28.204:8001/img/common/ico_map04.png,http://10.32.28.204:8001/img/common/ico_map04.png,제주도 제주시공항로2,JJ,KA
무안공항,85,무안공항,무안공항,R,126.3875,34.991111,http://10.32.28.204:8001/img/common/ico_map04.png,http://10.32.28.204:8001/img/common/ico_map04.png,http://10.32.28.204:8001/img/common/ico_map04.png,전남 무안군망운면피서리781-6,MA,KA
무안공항관제탑,86,무안공항관제탑,무안공항관제탑,R,126.3875,34.991111,http://10.32.28.204:8001/img/common/ico_map04.png,http://10.32.28.204:8001/img/common/ico_map04.png,http://10.32.28.204:8001/img/common/ico_map04.png,전남 무안군망운면피서리781-6,MC,KA
포항공항,87,포항공항,포항공항,R,129.432917,35.983889,http://10.32.28.204:8001/img/common/ico_map04.png,http://10.32.28.204:8001/img/common/ico_map04.png,http://10.32.28.204:8001/img/common/ico_map04.png,경북 포항시남구 동해면 도구리 402-1,PH,KA
